Smart Contract, Total Opcodes, Total Jumps, Solved Jumps, Definitely unreachable jumps, Maybe unreachable jumps, Total solved Jumps, Unsound jumps, Maybe unsound jumps, % Total Solved, Time (millis), Notes 
0x6f202fe2b7b8571c675f3c0e531a4c446b2a28f8, 1557, 111, 109, 0, 2, 111, 0, 0, 1.0, 4946, ss: 17 sss: 32 
0xDADe671951f27fA448336127908fcC4473a1db25, 2861, 248, 210, 2, 36, 248, 0, 0, 1.0, 17579, ss: 17 sss: 32 
0x6554f880840d4573a4c2Ea4ed3cC04d93B707994, 1210, 90, 88, 1, 1, 90, 0, 0, 1.0, 5392, ss: 17 sss: 32 
0x92ec84992fb11cf0bbc9cb1242257144e41f33df, 1596, 111, 109, 1, 1, 111, 0, 0, 1.0, 15493, ss: 17 sss: 32 
0x9456e90877d59ac294d60217bd38d271cbfc0356, 1587, 110, 109, 1, 0, 110, 0, 0, 1.0, 14432, ss: 17 sss: 32 
0xcb8326e6f689dac55c2a844b0c5af908921eda8e, 1511, 107, 104, 0, 3, 107, 0, 0, 1.0, 3132, ss: 17 sss: 32 
0xa6c9976893eacb13688c16689ea183ce29004855, 1261, 92, 87, 5, 0, 92, 0, 0, 1.0, 9984, ss: 17 sss: 32 
0x3020dd869be4fc1c8be64415d94264785f6d991e, 1529, 107, 104, 0, 3, 107, 0, 0, 1.0, 4076, ss: 17 sss: 32 
0x22a0f462dfb26ab5c8dffdeb7553e1e81c091280, 1512, 107, 104, 0, 3, 107, 0, 0, 1.0, 2947, ss: 17 sss: 32 
0xdb88b9b10c1490cafb2c4d359544a2ec405f2908, 2484, 240, 217, 2, 21, 240, 0, 0, 1.0, 30361, ss: 17 sss: 32 
0xc0e5f5576bb8871a9c8eedf061990808cfaf3c10, 1530, 107, 104, 0, 3, 107, 0, 0, 1.0, 3322, ss: 17 sss: 32 
0xc56e2085a6227637503086ef86b40ce4f358af97, 1522, 107, 104, 0, 3, 107, 0, 0, 1.0, 4052, ss: 17 sss: 32 
0x0000000000008dd2574908774527FD6DA397d75B, 525, 39, 38, 1, 0, 39, 0, 0, 1.0, 184, ss: 17 sss: 32 
0x6ca8937103a6a73025a9be86d4af90dabc019f0f, 1559, 103, 103, 0, 0, 103, 0, 0, 1.0, 8716, ss: 17 sss: 32 
0x46c8f149A43c96C089935621A3605d5e070A27D8, 2961, 275, 235, 1, 39, 275, 0, 0, 1.0, 16008, ss: 17 sss: 32 
0x82ab67ad6fb9a08304c0628614b9e3ebe0771054, 1598, 110, 109, 1, 0, 110, 0, 0, 1.0, 11695, ss: 17 sss: 32 
0xacc819d42b5be307e5dc801ceee0035fd0a83414, 2613, 182, 174, 1, 7, 182, 0, 0, 1.0, 12000, ss: 17 sss: 32 
0xaf329E311630AFFcb81fDE1aDF0527E421686bA6, 2940, 273, 229, 1, 43, 273, 0, 0, 1.0, 20158, ss: 17 sss: 32 
0x3742fcd7c6b15d72613920c6d3672f7b41f95119, 2848, 247, 211, 1, 35, 247, 0, 0, 1.0, 7670, ss: 17 sss: 32 
0x0e5425cd1ea6726b051dea821d9c5a7c0d09b063, 1509, 107, 104, 0, 3, 107, 0, 0, 1.0, 2395, ss: 17 sss: 32 
0xc972f6d048c2fe487cc98443e04499f6b57fd990, 1510, 107, 104, 0, 3, 107, 0, 0, 1.0, 2411, ss: 17 sss: 32 
0x434B1fA331F6aFfb83FB0a6af3cB1Ac7CB792e1E, 2947, 275, 235, 1, 39, 275, 0, 0, 1.0, 15162, ss: 17 sss: 32 
0x08ce3689092e2200aab6ce0e46084dfa88c3ad56, 1507, 107, 104, 0, 3, 107, 0, 0, 1.0, 2734, ss: 17 sss: 32 
0x693824a22bcec4136c731072c2c8a151fa56f1d1, 1513, 107, 104, 0, 3, 107, 0, 0, 1.0, 2240, ss: 17 sss: 32 
0x3fac10e640b8d3e9c2839f66b2ee3f26372f8b78, 1806, 140, 133, 7, 0, 140, 0, 0, 1.0, 4502, ss: 17 sss: 32 
0x09adc04a7c8f98235fb66238dec1da7096632db7, 2140, 195, 169, 1, 25, 195, 0, 0, 1.0, 2598, ss: 17 sss: 32 
0x432ea2fb2154a5369ec8f6d2a4eadffdab55ebf2, 1525, 115, 113, 1, 1, 115, 0, 0, 1.0, 7911, ss: 17 sss: 32 
0xd15314257404ae4b32b70f39a883db52e57e40c8, 1907, 147, 146, 1, 0, 147, 0, 0, 1.0, 7669, ss: 17 sss: 32 
0x6d65b95c1d8d1ce1b26012801ab07231831f1377, 2443, 217, 175, 1, 41, 217, 0, 0, 1.0, 4344, ss: 17 sss: 32 
0xc9ba28d3f5175f668d6ab5b1fdf2963a14b7718c, 1506, 107, 104, 0, 3, 107, 0, 0, 1.0, 6411, ss: 17 sss: 32 
0xee8e4fc1fbdf42631d1459c74268f09afdc23334, 1516, 107, 104, 0, 3, 107, 0, 0, 1.0, 6472, ss: 17 sss: 32 
0x6810d3d295f24f7cd14ff0f006a16c6eb57b82fb, 1486, 103, 100, 0, 3, 103, 0, 0, 1.0, 10139, ss: 17 sss: 32 
0x6214f55959837e47e119d55fd9875e7777b363ca, 1491, 108, 106, 1, 1, 108, 0, 0, 1.0, 11404, ss: 17 sss: 32 
0x2c215eff8396f06048bf115c2735ba931de919a7, 1614, 113, 111, 1, 1, 113, 0, 0, 1.0, 16990, ss: 17 sss: 32 
0xb73ddf6ad80ae85f37a5918a67fece2caa591440, 1366, 96, 95, 0, 1, 96, 0, 0, 1.0, 13240, ss: 17 sss: 32 
0x8fb57bade1d83136803887071caefba116086aa8, 1213, 87, 87, 0, 0, 87, 0, 0, 1.0, 5167, ss: 17 sss: 32 
0x58427ae12C559a5376918b11ce0C88564452ecE6, 2215, 143, 129, 14, 0, 143, 0, 0, 1.0, 1078, ss: 17 sss: 32 
0xdf4eae6551903b2666e9cb2c85573e035d25fb13, 1510, 107, 104, 0, 3, 107, 0, 0, 1.0, 4284, ss: 17 sss: 32 
0x5ae0b3223f333b910ff8f6a5daffe451db366b61, 1590, 109, 107, 1, 1, 109, 0, 0, 1.0, 15054, ss: 17 sss: 32 
0xdd4f02e6cd7FE818f64e7dC279263B4400F860A9, 2606, 265, 241, 0, 22, 263, 2, 0, 0.9924528301886792, 7457, ss: 17 sss: 32 
0x0666e43181a9fccd2672fd80618ac26cd769f832, 1989, 160, 157, 0, 3, 160, 0, 0, 1.0, 20617, ss: 17 sss: 32 
0x90a991b36d8a5cf0acd877223470cc42688124d7, 2939, 263, 220, 2, 41, 263, 0, 0, 1.0, 11765, ss: 17 sss: 32 
0x8fa4bfaafB319a3e2359398B1Cad54ab5CF84414, 493, 43, 39, 4, 0, 43, 0, 0, 1.0, 1420, ss: 17 sss: 32 
0x73c9f5d63199f594aefa0b495b0cca69f0fe6a3a, 2862, 263, 216, 1, 46, 263, 0, 0, 1.0, 9331, ss: 17 sss: 32 
0x23c7a91024855983001ad5d0cd866f60646c6b64, 1508, 107, 104, 0, 3, 107, 0, 0, 1.0, 3784, ss: 17 sss: 32 
0x9a830f33d4ccc4c8a003f4c6afb246c6a9efa96b, 2391, 166, 159, 2, 5, 166, 0, 0, 1.0, 19482, ss: 17 sss: 32 
0xe036736e5e49b93e82af304e7b48a8c5d5ce7a53, 1493, 103, 100, 0, 3, 103, 0, 0, 1.0, 7701, ss: 17 sss: 32 
0x6Cc65bF618F55ce2433f9D8d827Fc44117D81399, 2415, 140, 130, 10, 0, 140, 0, 0, 1.0, 2121, ss: 17 sss: 32 
0x04381f1bcd3356da650c5768ef62dc24c79ae5fc, 2219, 207, 179, 1, 27, 207, 0, 0, 1.0, 3749, ss: 17 sss: 32 
0xa13d520aeacf4841318fb843ff9a8905cfeb9d34, 1522, 107, 104, 0, 3, 107, 0, 0, 1.0, 2922, ss: 17 sss: 32 
